Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ANTÔNIO DE CARVALHO, 2320, N/S, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ANT3AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
ICA2FL,Total grupo,"3.487,5","2.930,4","3.952,2","4.122,3","4.361,5","4.441,2","4.411,2","3.437,7","2.772,4","4.163,9","4.243,7","4.370,5","4.330,0","4.330,9","3.708,2","2.955,7","4.037,3","4.489,7","4.776,0","4.785,8","4.331,0","2.173,7","1.989,9","2.231,8","1.896,5","3.801,8","4.504,5","4.811,8","3.931,0","109.779,9"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ICARAÍ DEFRONTE A 38 METROS DO Nº 1949, B/C, FAIXA 3 DIREITA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ICA2GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
ICA2GL,00:00 - 01:00,"6,7","10,3","3,0","6,0","6,3","5,3","2,7","15,2","8,0","3,0","9,0","6,0","7,0","10,0","9,7","6,0","3,0","6,8","5,3","8,3","8,0","9,7","6,7","2,7","4,0",0,"11,8","7,3","5,7","193,4"
ICA2GL,01:00 - 02:00,"2,3","2,7",0,0,0,"2,5",0,"2,0","2,2",0,"1,0",0,0,0,"4,0","4,0","2,0",0,"3,0","0,3",0,"1,0",0,"3,0","3,3","1,0",0,0,"2,3","36,6"
ICA2GL,02:00 - 03:00,0,"3,0",0,0,"1,0",0,"1,0","1,0","2,0","1,0",0,0,0,"0,3",0,"1,0",0,0,0,"2,0",0,0,0,0,0,"1,0","1,3","0,3","3,0","18,0"
ICA2GL,03:00 - 04:00,"1,3","2,0",0,0,0,0,0,"0,3",0,0,0,"0,3",0,"1,0",0,"3,0","3,0",0,0,"2,3",0,0,0,0,0,"1,0",0,0,"2,0","16,3"
ICA2GL,04:00 - 05:00,0,"0,3","1,0",0,0,0,0,0,0,0,0,0,0,0,0,"0,3","0,3",0,0,0,0,0,0,"0,3","1,0",0,0,0,"1,0","4,3"
ICA2GL,05:00 - 06:00,"8,0","4,0","13,0","11,3","10,0","12,0","12,0","8,0","2,0","10,0","10,0","12,0","12,0","12,0","10,0","3,0","12,0","10,3","12,0","14,0","10,0","9,0","3,0","8,0","2,0","8,0","12,0","10,0","8,3","268,0"
ICA2GL,06:00 - 07:00,"22,5","14,3","40,5","44,3","36,8","44,0","41,5","19,5","12,0","35,0","42,8","44,8","39,5","38,5","26,0","13,5","40,3","40,0","44,5","41,5","39,5","20,0","15,0","34,0","12,0","35,0","37,5",0,"24,0","899,0"
ICA2GL,07:00 - 08:00,"44,0","15,8","72,3","76,5","80,5","75,5","81,0","36,8","19,0","81,5","81,5","70,3","73,0","78,3","38,0","23,8","66,7","88,3","100,0","99,8","107,5","38,0","23,5","44,3","22,8","90,5","97,5",0,"31,0","1.758,0"
ICA2GL,08:00 - 09:00,"31,5","22,8","74,0","70,0","76,0","74,5","68,5","48,8","21,5","78,8","72,0","70,8","74,8","84,0","34,5","22,3","77,8","79,3","76,5","86,5","70,7","25,3","20,3","47,5","24,0","66,0","79,0",0,"35,5","1.613,5"
ICA2GL,09:00 - 10:00,"45,7","29,0","66,8","77,5","77,5","72,3","68,2","19,5","16,0","69,3","73,2","61,0","66,8","59,8","50,0","28,0","64,2","64,3","69,0","65,3","73,7","40,7","23,7","34,3","21,8","55,8","68,2",0,"56,5","1.518,0"
ICA2GL,10:00 - 11:00,"48,3","30,5","52,7","53,2","75,7","60,2","61,3","9,5","20,5","70,8","71,0","63,7","69,5","63,2","45,8","26,3","64,3","65,3","67,3","63,5","60,3","36,7","24,8","39,0","26,8","55,2","52,8",0,"48,7","1.426,8"
ICA2GL,11:00 - 12:00,"46,8","42,3","74,7","66,5","68,2","74,3","74,7","39,0","31,0","60,0","64,8","70,8","72,5","56,0","53,8","37,7","66,5","74,5","64,8","72,8","64,7","35,8","23,8","37,3","23,8","59,8","69,5","30,8","40,0","1.597,3"
ICA2GL,12:00 - 13:00,"46,3","35,0","57,2","55,0","68,5","49,7","58,5","54,0","31,3","63,8","74,3","61,3","58,3","59,7","51,0","25,8","58,0","67,5","55,7","68,8","71,3","38,3","32,3","36,7","19,8","73,5","67,2","76,3","54,5","1.569,7"
ICA2GL,13:00 - 14:00,"31,7","30,8","71,8","67,5","67,3","71,5","75,0","42,7","30,2","71,0","61,7","55,0","58,3","66,5","54,0","27,3","79,7","78,2","93,2","76,5","80,3","33,7","26,3","49,0","28,2","78,5","80,3","70,2","46,3","1.702,5"
ICA2GL,14:00 - 15:00,"36,5","23,5","79,0","72,3","76,7","71,2","64,2","43,3","22,8","72,2","67,8","76,5","65,5","85,0","50,0","33,3","67,0","77,5","70,2","66,7","82,0","22,8","25,0","37,5","27,3","57,0","72,5","88,0","50,8","1.684,0"
ICA2GL,15:00 - 16:00,"39,3","40,3","63,2","41,5","33,2","62,5","71,8","34,0","23,2","68,0","67,5","66,3","66,7","67,0","44,0","36,5","59,7","60,0","68,0","66,8","71,2",0,"26,0","43,5","27,0","64,5","76,2","70,2","63,8","1.521,7"
ICA2GL,16:00 - 17:00,"36,7","32,8","67,8","77,2","83,0","71,2","78,3","44,7","27,0","64,3","66,7","65,8","73,3","82,3","39,2","30,7","68,3","63,2","64,5","69,8","71,5",0,"35,0","47,0","35,5","67,5","76,0","72,3","40,3","1.651,9"
ICA2GL,17:00 - 18:00,"47,5","21,5","71,7","63,5","66,5","78,0","73,2","25,7","31,3","68,2","74,8","75,8","65,8","65,0","51,3","34,3","59,8","72,0","65,5","61,7","73,3",0,"23,5","47,3","38,3","79,3","72,3","59,5","47,7","1.614,3"
ICA2GL,18:00 - 19:00,"49,0","30,5","67,7","66,5","75,5","74,7","68,3","28,0","32,8","70,5","71,3","59,8","60,8","67,0","50,0","26,0","68,0","77,7","71,2","72,8","62,8","22,2","27,8","42,7","32,3","63,7","69,3","82,5","50,3","1.641,6"
ICA2GL,19:00 - 20:00,"34,7","31,2","56,3","58,8","44,7","75,8","49,3","23,3","32,5","63,5","53,0","57,3","62,0","59,0","45,2","37,0","58,7","60,7","56,7","74,5","65,0","27,0","27,3","40,5","35,7","68,3","77,0","67,5","39,2","1.481,5"
ICA2GL,20:00 - 21:00,"22,5","19,0","40,3","44,8","55,7","52,5","50,0","15,0","20,2","43,0","53,0","58,0","48,7","55,3","25,8","24,2","49,0","45,7","52,8","40,7","48,5","22,3","14,0","23,5","14,0","31,3","41,8","44,3","28,3","1.084,1"
ICA2GL,21:00 - 22:00,"10,5","13,7","24,0","26,0","29,3","30,7","26,2","21,2","14,7","25,8","22,8","27,5","32,3","34,0","32,2","17,0","24,0","31,7","28,8","25,3","19,3","15,3","10,0","14,0",0,"23,5","22,2","27,7","22,2","651,6"
ICA2GL,22:00 - 23:00,"17,0","11,7","18,2","18,5","25,2","19,0","24,8","13,0","13,0","19,7","25,2","22,0","23,0","23,3","22,8","13,3","22,3","19,8","18,5","11,3","18,0","12,3","13,3","18,3",0,"21,7","21,2","19,0","19,2","524,5"
ICA2GL,23:00 - 24:00,"18,0","18,5","14,7","17,3","16,0","22,7","20,7","14,3","12,3","16,7","16,3","23,3","15,0","18,0","15,3","9,3","15,8","13,3","19,0","20,7","15,3","7,7","12,7","16,0","1,5","16,3","11,7","25,5","15,0","458,8"
ICA2GL,Total grupo,"646,7","485,5","1.029,8","1.014,3","1.073,4","1.099,9","1.071,0","558,7","425,4","1.056,0","1.079,7","1.048,6","1.044,9","1.085,2","752,6","483,7","1.030,4","1.096,1","1.106,3","1.112,1","1.112,9","417,8","414,1","666,5","401,3","1.018,4","1.117,2","751,3","735,6","24.935,2"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. JUCA BATISTA 3151, C/B, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: JBA1AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JBA1AL,00:00 - 01:00,"177,4","205,6","118,6","85,3","94,6","103,3","118,8","191,4","167,8","116,8","85,1","94,6","106,8","111,8","167,6","213,4","119,6","85,3","111,1","122,3","133,6","133,3","97,5","75,8","90,1","81,6","192,0","86,4","176,1","3.663,8"
JBA1AL,01:00 - 02:00,"78,3","130,0","52,6","33,2","42,1","58,6","54,5","98,2","116,5","72,0","34,0","32,8","50,0","56,7","78,8","130,6","39,5","35,3","35,8","54,8","44,0","60,5","48,7","34,5","44,2","42,2","45,8","43,3","71,0","1.718,3"
JBA1AL,02:00 - 03:00,"51,3","88,5","25,8","14,3","16,0","18,0","30,3","53,5","57,8","16,7","14,3","19,0","18,3","22,7","60,5","79,0","21,7","16,5","11,0","15,3","26,7","27,3","29,7","22,7","34,2","17,8","14,7","21,3","48,0","892,6"
JBA1AL,03:00 - 04:00,"27,7","50,0","10,0","6,3","7,3","6,7","15,0","40,5","45,8","8,0","12,7","8,0","11,7","11,3","36,8","70,3","11,7","12,8","10,5","9,0","12,3","25,7","28,5","8,3","17,8","8,3","5,0","11,7","40,3","569,9"
JBA1AL,04:00 - 05:00,"42,3","33,3","11,3","11,3","13,7","4,2","10,3","35,2","50,7","8,5","8,0","14,0","8,0","13,2","46,8","42,3","7,0","5,5","9,7","6,0","6,8","15,3","15,3","12,3","31,2","14,5","3,0","13,0","34,7","527,4"
JBA1AL,05:00 - 06:00,"54,7","48,5","41,0","38,2","42,5","42,2","37,2","58,2","50,0","26,2","30,0","37,7","40,0","32,8","59,0","40,8","39,7","32,7","32,8","43,0","50,5","34,5","19,5","17,3","25,7","29,2","36,3","27,7","40,3","1.107,8"
JBA1AL,06:00 - 07:00,"58,7","70,2","111,3","110,5","100,8","125,1","116,0","81,5","65,5","133,0","114,7","117,3","130,6","117,5","90,2","57,2","142,0","158,6","135,8","148,1","151,2","60,1","49,8","73,3","36,5","110,5","150,6","128,3","81,6","3.026,2"
JBA1AL,07:00 - 08:00,"182,1","142,1","311,3","282,8","300,1","318,5","292,3","192,1","114,0","321,1","311,3","297,3","345,9","336,3","183,1","106,6","334,0","437,5","447,8","427,4","408,1","168,1","92,0","156,0","110,0","330,0","406,6","439,4","166,6","7.960,1"
JBA1AL,08:00 - 09:00,"259,3","134,8","317,3","362,9","351,6","387,4","356,0","274,1","109,2","337,5","380,3","373,5","379,1","384,4","281,1","161,2","392,9","446,1","393,0","361,3","385,1","220,8","113,1","175,1","100,0","295,8","341,8","366,6","292,8","8.733,9"
JBA1AL,09:00 - 10:00,"328,0","185,5","367,6","392,3","419,9","375,8","440,6","400,1","170,2","367,6","395,8","354,6","413,1","387,1","382,8","217,8","407,6","415,1","397,6","390,8","423,1","314,5","138,0","222,5","129,5","318,8","354,9","402,0","396,8","9.909,8"
JBA1AL,10:00 - 11:00,"474,3","280,5","409,1","451,5","420,7","372,8","424,1","469,2","278,1","406,3","427,6","421,3","388,3","428,2","456,6","318,9","420,6","446,8","444,6","463,1","423,1","383,4","237,6","266,0","207,8","405,8","420,1","454,6","479,4","11.480,3"
JBA1AL,11:00 - 12:00,"500,8","384,6","467,1","441,1","446,6","507,4","495,9","509,2","405,2","448,8","462,7","443,4","466,1","502,1","506,6","423,1","517,1","516,6","515,3","447,4","510,7","450,4","321,6","316,1","289,6","426,1","490,2","471,6","564,3","13.247,7"
JBA1AL,12:00 - 13:00,"557,4","390,3","437,7","446,6","460,0","457,4","457,6","531,9","306,3","490,2","465,8","478,1","469,7","482,8","571,4","380,8","503,9","536,9","551,6","518,4","582,4","452,8","269,8","301,1","265,3","452,1","504,8","548,6","573,4","13.444,8"
JBA1AL,13:00 - 14:00,"466,9","278,5","416,8","404,8","424,7","415,6","446,7","479,6","272,0","456,4","428,3","420,4","424,4","462,0","543,3","317,1","500,3","502,3","500,7","514,6","511,7","370,4","212,8","258,1","250,1","467,7","485,6","540,1","469,2","12.240,9"
JBA1AL,14:00 - 15:00,"446,3","271,8","502,4","526,2","496,1","469,6","559,1","434,6","271,3","499,3","481,1","452,6","453,3","507,4","458,4","273,8","497,4","552,1","554,2","545,4","553,2","411,6","180,6","286,1","229,8","470,3","482,4","580,7","526,1","12.973,1"
JBA1AL,15:00 - 16:00,"480,3","295,3","502,6","516,9","545,2","514,7","565,7","483,4","322,3","538,9","523,4","533,1","541,2","519,9","525,8","349,8","545,8","566,6","537,4","554,9","552,4","424,4","248,8","310,8","281,5","508,6","523,9","586,6","531,9","13.931,9"
JBA1AL,16:00 - 17:00,"491,6","323,4","617,5","592,6","575,9","570,8","589,6","471,6","324,6","601,2","534,2","554,2","548,4","655,7","491,8","338,1","564,2","547,3","578,2","592,1","610,4","390,4","249,8","377,0","339,6","555,3","560,1","610,7","536,4","14.792,5"
JBA1AL,17:00 - 18:00,"480,4","373,1","694,2","756,5","756,0","727,3","725,2","503,4","347,5","703,4","631,7","684,4","670,2","702,0","420,6","310,6","715,1","720,0","743,2","765,8","690,5","370,9","279,1","441,6","345,3","689,8","676,4","720,1","570,7","17.215,0"
JBA1AL,18:00 - 19:00,"514,7","360,5","749,4","800,4","837,9","786,5","800,0","498,3","458,6","790,3","723,4","786,7","800,9","851,8","403,3","428,0","819,5","830,9","788,3","860,5","841,2","399,1","273,8","449,8","372,8","702,5","766,7","854,2","575,4","19.125,1"
JBA1AL,19:00 - 20:00,"560,7","464,1","765,9","704,4","739,4","712,0","741,7","493,4","489,1","734,4","638,6","729,4","694,9","708,6","537,4","522,7","757,1","808,2","783,8","763,2","729,9","449,9","379,6","487,8","340,6","716,7","725,7","760,8","586,2","18.526,1"
JBA1AL,20:00 - 21:00,"525,1","476,8","553,9","529,6","581,6","631,1","656,6","553,8","476,6","602,6","584,6","632,2","640,7","590,0","551,2","536,1","566,4","592,6","667,0","654,2","598,4","367,4","343,3","330,9","300,8","512,8","608,7","674,7","551,6","15.891,1"
JBA1AL,21:00 - 22:00,"398,4","385,6","406,9","424,6","474,1","446,7","451,1","417,0","353,1","394,6","407,6","458,9","434,3","443,4","410,9","403,4","420,8","413,8","515,1","491,7","439,4","295,1","245,8","248,9","164,1","344,6","407,4","486,9","454,9","11.639,1"
JBA1AL,22:00 - 23:00,"337,6","270,8","288,1","328,2","318,2","396,7","378,9","318,7","237,4","348,6","369,4","357,7","331,1","363,4","334,9","287,6","310,6","331,9","372,6","343,2","334,3","251,1","171,8","195,1","191,3","234,6","322,7","357,9","339,7","9.024,0"
JBA1AL,23:00 - 24:00,"247,7","188,1","193,8","197,9","206,6","218,1","283,8","239,8","180,6","163,8","214,3","172,1","200,3","273,1","245,1","182,6","178,8","176,1","215,9","223,6","227,1","166,1","114,3","137,5","134,5","157,4","170,8","239,7","246,5","5.795,6"
JBA1AL,Total grupo,"7.741,9","5.831,6","8.372,2","8.458,1","8.671,6","8.666,4","9.046,7","7.828,5","5.669,9","8.585,9","8.278,5","8.473,1","8.567,2","8.964,1","7.843,9","6.191,9","8.832,9","9.187,3","9.353,0","9.316,2","9.246,0","6.243,2","4.160,8","5.204,4","4.332,1","7.892,9","8.696,0","9.426,7","8.354,0","227.437,1"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endereço: AV. JUCA BATISTA 3151 FAIXA 2 CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: JBA1BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JBA1BL,00:00 - 01:00,"257,6","291,1","185,9","166,1","193,1","206,6","217,4","250,6","279,4","191,8","164,5","183,9","203,4","197,6","266,2","271,8","220,4","157,6","185,8","209,1","224,3","224,1","184,9","142,8","177,8","167,0","221,8","170,1","255,9","6.068,6"
JBA1BL,01:00 - 02:00,"190,1","196,6","125,0","99,5","103,1","125,6","144,5","194,0","223,0","133,8","114,8","118,6","115,3","133,8","202,3","219,3","129,5","89,8","98,1","121,5","122,6","150,8","135,5","80,3","103,1","97,5","121,1","118,0","190,3","3.997,3"
JBA1BL,02:00 - 03:00,"110,6","179,6","66,2","47,8","49,7","51,7","81,8","113,0","129,8","66,8","39,3","52,5","57,3","86,8","137,6","173,8","73,7","40,7","52,0","60,3","71,0","91,8","96,7","63,5","95,2","58,5","57,3","55,5","129,8","2.390,0"
JBA1BL,03:00 - 04:00,"82,3","113,1","43,3","39,2","29,8","38,7","49,0","120,0","127,3","43,8","39,8","34,3","40,7","53,0","109,2","131,7","46,7","30,0","25,8","46,7","34,3","78,7","75,5","48,2","64,0","44,3","35,2","47,3","84,2","1.755,8"
JBA1BL,04:00 - 05:00,"137,3","122,5","31,5","31,8","39,5","42,5","56,8","116,5","135,3","56,1","35,2","40,0","52,8","49,2","104,1","132,0","48,7","42,7","38,5","54,5","49,0","77,8","65,5","54,0","57,8","49,0","41,8","42,1","113,5","1.917,8"
JBA1BL,05:00 - 06:00,"136,3","137,8","119,3","120,2","112,8","122,0","142,6","155,3","142,3","120,3","98,3","103,2","122,0","115,8","130,1","142,0","114,0","112,5","139,0","108,5","119,2","98,5","97,2","106,8","80,0","116,0","118,0","128,0","97,0","3.454,8"
JBA1BL,06:00 - 07:00,"162,5","135,3","216,8","218,8","238,8","221,8","223,1","184,8","127,8","248,3","221,3","230,8","256,3","244,3","198,3","131,5","230,5","234,5","227,5","262,6","224,0","155,8","107,6","187,8","106,8","231,0","226,6","237,8","167,0","5.859,7"
JBA1BL,07:00 - 08:00,"277,9","185,1","384,1","356,9","380,1","370,9","382,6","275,3","187,1","366,6","401,4","407,3","371,7","404,6","278,0","194,3","292,8","511,4","477,6","465,6","475,1","309,1","175,3","275,5","177,5","386,0","481,8","517,4","293,6","10.062,4"
JBA1BL,08:00 - 09:00,"372,6","248,6","391,4","431,3","406,3","420,0","452,9","369,3","207,7","414,6","411,8","442,9","422,6","446,3","360,6","269,4","447,5","451,5","420,0","425,8","411,8","325,0","176,5","293,5","182,8","392,3","423,6","492,5","331,4","10.842,3"
JBA1BL,09:00 - 10:00,"454,9","292,1","479,3","451,9","457,6","482,1","527,6","516,3","260,5","427,0","482,3","487,5","507,9","435,1","454,5","341,5","453,4","455,4","465,6","491,6","512,1","401,8","261,3","327,5","246,0","410,8","423,6","504,3","432,5","12.443,7"
JBA1BL,10:00 - 11:00,"545,1","382,1","491,2","523,0","476,1","470,4","515,4","530,8","407,9","469,1","517,6","514,6","466,9","497,7","518,9","418,9","492,9","521,6","511,9","535,6","474,9","501,8","343,0","377,5","283,1","450,8","483,9","513,6","510,6","13.746,9"
JBA1BL,11:00 - 12:00,"575,1","486,9","500,1","442,3","489,1","501,1","561,2","523,1","479,1","527,4","505,4","439,8","520,1","563,6","561,6","562,9","531,4","488,4","551,4","440,8","509,9","541,7","400,8","402,1","363,0","409,6","495,3","505,4","572,1","14.450,5"
JBA1BL,12:00 - 13:00,"544,2","470,6","511,4","487,9","498,9","491,9","537,0","572,2","453,8","508,7","508,5","501,1","483,2","472,2","551,6","472,1","464,7","580,6","625,4","541,9","489,6","491,4","330,3","389,5","331,8","492,1","497,2","525,9","539,9","14.365,7"
JBA1BL,13:00 - 14:00,"500,7","343,1","456,0","437,6","477,6","509,9","423,9","482,4","380,8","395,6","475,4","490,7","483,6","479,4","523,6","385,4","543,2","539,8","547,4","525,3","548,1","433,1","320,3","371,8","339,3","484,4","509,6","516,6","533,4","13.457,7"
JBA1BL,14:00 - 15:00,"474,3","377,7","510,4","539,2","507,4","566,6","603,7","528,9","373,9","523,6","482,1","511,4","430,1","525,5","546,1","410,1","549,4","550,7","509,4","497,9","500,4","471,9","265,1","363,7","324,3","506,7","520,7","566,2","539,7","14.077,2"
JBA1BL,15:00 - 16:00,"525,9","402,6","586,4","526,4","578,0","522,7","553,1","514,7","409,8","581,6","542,7","556,0","556,1","544,7","551,3","433,1","548,4","534,9","511,5","583,9","489,6","428,1","322,4","375,4","377,8","509,1","533,4","519,4","599,7","14.718,7"
JBA1BL,16:00 - 17:00,"578,9","394,8","586,2","515,1","507,2","585,0","591,7","545,6","438,8","550,7","564,9","504,9","595,8","581,4","566,3","463,3","597,1","554,3","574,4","533,2","632,1","459,9","353,4","394,3","423,3","548,4","554,0","593,5","541,8","15.330,0"
JBA1BL,17:00 - 18:00,"569,3","436,8","648,2","639,0","619,2","688,0","641,9","562,9","439,3","652,4","564,2","514,9","618,0","610,5","491,4","441,9","586,7","577,9","648,2","623,0","712,9","438,8","337,8","482,8","445,8","656,6","685,9","565,2","566,4","16.465,6"
JBA1BL,18:00 - 19:00,"556,1","445,6","655,5","650,2","727,8","659,2","640,5","585,4","464,6","657,6","532,4","686,9","691,3","673,3","453,6","413,6","678,2","684,4","667,5","660,9","787,9","441,8","361,9","432,3","445,3","587,6","684,5","645,4","545,3","17.116,2"
JBA1BL,19:00 - 20:00,"546,4","551,1","638,1","664,6","640,8","684,9","595,9","480,4","542,9","602,2","600,9","582,7","725,0","515,7","567,4","559,4","605,9","611,1","645,5","678,8","646,6","499,9","460,6","454,6","465,9","657,2","604,5","539,2","592,9","16.961,2"
JBA1BL,20:00 - 21:00,"518,0","441,8","534,2","572,2","610,4","595,1","657,0","576,3","517,9","613,7","568,1","607,6","565,1","494,1","631,9","535,7","534,1","568,2","621,4","625,7","619,9","433,3","390,6","408,1","394,2","501,9","606,4","579,2","499,9","15.821,7"
JBA1BL,21:00 - 22:00,"486,7","445,9","412,9","403,9","474,2","459,2","481,9","469,7","415,6","433,6","405,6","476,2","470,4","463,2","497,7","509,1","443,1","456,1","483,3","488,6","470,7","344,7","308,8","307,6","324,9","411,8","434,9","459,6","516,2","12.756,1"
JBA1BL,22:00 - 23:00,"391,9","363,4","327,4","365,1","329,1","434,4","397,6","442,8","335,4","385,2","408,2","353,9","405,9","411,4","402,7","360,0","358,9","362,5","381,4","418,5","378,6","298,8","249,6","264,8","271,9","269,9","368,7","439,9","406,5","10.584,2"
JBA1BL,23:00 - 24:00,"353,4","240,1","275,9","265,9","299,7","297,7","370,7","327,9","257,8","270,8","315,2","259,2","303,6","358,2","344,6","262,9","247,1","296,1","290,1","299,6","276,4","246,6","192,8","237,4","246,5","237,6","252,4","302,6","353,9","8.282,5"
JBA1BL,Total grupo,"9.348,1","7.684,5","9.176,8","8.995,6","9.246,3","9.547,8","9.849,8","9.437,9","7.737,7","9.241,3","8.999,7","9.100,7","9.465,0","9.357,4","9.449,4","8.235,6","9.237,9","9.452,4","9.698,7","9.699,7","9.780,6","7.945,0","6.013,2","6.841,4","6.327,8","8.675,9","9.382,3","9.584,6","9.413,3","256.926,3"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endereço: AV. JUCA BATISTA 3151 FAIXA 3 DIREITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: JBA1CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JBA1CL,00:00 - 01:00,"36,5","43,3","29,3","25,1","13,8","25,6","28,1","55,3","30,1","30,3","31,0","22,5","27,7","27,7","54,5","47,6","29,1","24,0","35,8","26,0","37,5","39,8","26,1","18,5","26,0","17,7","37,6","27,7","52,8","926,9"
JBA1CL,01:00 - 02:00,"11,6","23,3","12,0","6,0","7,7","3,3","9,7","22,1","26,2","10,7","7,8","6,3","7,5","11,8","22,7","24,2","6,7","11,0","5,7","9,3","9,3","12,3","18,3","14,3","10,3","9,2","6,7","11,8","25,5","363,2"
JBA1CL,02:00 - 03:00,"14,5","20,2","7,7","2,3","9,0","2,3","6,8","10,3","6,7","4,3","6,3","6,0","8,3","7,8","12,3","14,8","4,7","6,3","8,0","5,7","5,0","9,0","9,5","6,0","6,3","4,0","9,3","10,0","15,0","238,6"
JBA1CL,03:00 - 04:00,"6,8","6,7","4,2",0,0,"2,3","2,0","11,2","8,3","5,0","2,0",0,"1,7","1,3","9,5","9,7","1,7","1,0","1,0","1,0","1,0","7,3","2,3","1,3","3,8","0,3","2,3",0,"5,3","99,1"
JBA1CL,04:00 - 05:00,"15,3","6,0","9,0","7,7","10,5","6,8","7,3","12,0","11,3","8,0","9,5","8,3","4,5","7,5","11,7","16,3","9,8","9,5","9,5","4,0","6,3","9,0","8,3","7,5","7,8","8,0","7,0","5,8","5,0","249,5"
JBA1CL,05:00 - 06:00,"18,3","12,3","9,7","15,3","8,3","13,5","18,5","18,8","19,3","10,3","18,0","20,0","10,3","13,0","8,3","15,5","13,3","8,3","13,3","19,3","12,7","8,3","15,5","14,0","10,3","4,8","20,0","18,8","11,3","399,8"
JBA1CL,06:00 - 07:00,"28,1","18,2","46,2","34,3","44,0","48,7","50,3","25,3","22,3","32,3","39,8","34,8","46,2","42,3","22,8","14,2","39,5","44,8","47,7","48,5","39,2","31,7","15,7","20,5","13,7","28,7","47,3","47,2","28,2","1.002,1"
