Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ANTÔNIO DE CARVALHO, 2320, N/S, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ANT3AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JBA2FL,Total grupo,"8.999,8","7.432,9","9.084,5","9.141,8","9.365,3","9.478,5","9.995,4","9.258,1","6.856,0","6.665,5","6.460,1","8.123,3","9.449,7","9.811,3","9.064,7","8.043,2","9.533,7","9.557,7","9.819,4","9.984,8","10.097,8","8.162,6","5.982,0","4.192,7","6.001,8","8.649,4","9.469,8","9.809,5","9.671,7","248.162,8"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endereço: AV. JUCA BATISTA 3156 FAIXA 3 DIREITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: JBA2GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JBA2GL,00:00 - 01:00,"30,0","29,3","10,5","24,0","23,5","29,7","4,7","29,2","21,7","20,3","22,5","18,0","27,0","22,0","21,0","21,2","7,3","16,5","16,0","13,7","22,5","27,0","15,0","14,8","13,3","11,7","18,3","19,5","28,8","578,9"
JBA2GL,01:00 - 02:00,"11,8","28,2","5,5","6,5","3,5","5,5","5,0","7,5","24,3","8,3","10,5","4,0","4,5","6,0","11,0","18,3","8,3","6,3","4,0","2,3","9,3","5,0","14,0","4,0","6,0","2,0","4,0","5,0","8,7","239,5"
JBA2GL,02:00 - 03:00,"6,7","12,0","6,0","3,0",0,"1,0","2,0","6,0","10,0","0,7","2,0","3,0","1,3","5,0","4,0","7,0","3,0","3,0","3,0","0,3","1,0","2,0","10,3","2,0","1,0","6,0","1,3","2,7","7,5","112,8"
JBA2GL,03:00 - 04:00,"8,0","8,3","3,0","1,0","5,0","1,0","6,0","2,0","14,8","4,0","3,0","6,0","2,0","5,0","9,5","10,7","4,7","7,0","4,0","8,0","3,0","7,0","4,0","6,0","8,0","4,3","5,0","3,0","6,0","159,3"
JBA2GL,04:00 - 05:00,"5,5","4,0","5,7","3,3","3,3","6,0","5,5","7,0","14,0","9,5","11,5","4,5","7,3","6,3","11,0","13,0","8,0","7,3","4,0","2,3","9,0","6,3","6,0","4,5","8,0","4,0","10,2","7,0","12,0","206,1"
JBA2GL,05:00 - 06:00,"27,3","18,5","20,8","28,5","22,3","24,8","17,3","21,8","17,5","30,5","25,7","25,8","19,3","22,0","22,0","22,2","23,2","21,8","23,0","24,0","28,5","26,0","21,0","22,3","12,3","13,5","27,3","20,5","20,3","650,3"
JBA2GL,06:00 - 07:00,"44,5","29,8","122,0","127,2","118,0","76,3","84,0","66,3","20,3","125,0","150,1","134,5","129,2","119,2","54,2","32,2","148,3","164,1","161,3","160,5","155,6","54,5","22,2","72,0","22,2","123,8","128,0","146,2","58,0","2.849,2"
JBA2GL,07:00 - 08:00,"109,8","55,2","181,8","132,7","195,8","126,7","125,0","110,5","41,8","200,3","214,3","217,3","208,8","224,5","121,1","41,5","230,3","216,8","253,5","221,4","242,4","79,7","26,8","116,2","51,5","186,5","199,0","222,9","124,3","4.478,0"
JBA2GL,08:00 - 09:00,"95,8","41,8","148,1","68,5","133,5","80,0","73,5","97,3","26,7","128,9","160,5","175,8","157,0","165,8","110,5","40,2","170,6","153,8","179,4","185,1","143,8","77,2","32,5","62,5","31,5","97,8","124,5","141,3","117,3","3.221,1"
JBA2GL,09:00 - 10:00,"79,5","36,5","94,8","107,8","103,8","59,7","65,7","93,5","42,8","96,0","91,0","106,6","104,3","94,3","91,0","48,0","94,0","108,5","95,6","113,3","117,5","76,0","40,7","73,7","34,0","102,3","96,5","119,3","113,8","2.500,3"
JBA2GL,10:00 - 11:00,"83,8","45,7","77,7","65,3","75,8","54,8","51,8","70,6","44,3","87,3","71,8","82,3","70,1","95,5","84,5","42,7","90,1","97,0","95,5","93,8","93,2","58,8","53,0","70,7","30,2","75,0","79,3","89,3","96,1","2.126,0"
JBA2GL,11:00 - 12:00,"88,3","74,0","81,7","70,7","83,0","53,3","86,5","83,1","65,7","90,3","95,1","111,0","87,6","104,8","101,7","73,0","85,1","98,6","108,6","114,3","105,5","84,5","54,7","86,1","44,5","107,0","82,8","86,7","85,0","2.493,0"
JBA2GL,12:00 - 13:00,"93,8","66,8","60,8","66,7","100,0","51,0","112,0","109,0","60,8","94,7","112,3","116,6","101,7","107,0","107,1","85,6","100,5","102,3","127,1","122,5","115,8","88,3","56,3","73,5","58,8","124,7","104,0","104,0","106,0","2.729,5"
JBA2GL,13:00 - 14:00,"63,5","60,3","58,5","88,2","94,2","58,3","115,5","77,7","44,0","103,0","104,3","95,0","106,3","109,5","76,0","51,3","100,5","94,5","133,6","108,5","107,1","62,7","53,5","74,0","55,8","105,8","96,0","125,0","100,0","2.522,3"
JBA2GL,14:00 - 15:00,"66,0","52,0","62,2","70,3","63,5","56,3","87,8","69,0","47,0","93,1","64,2","89,8","87,2","79,7","86,0","48,0","90,6","67,3","71,7","80,3","86,8","63,5","50,2","66,2","59,3","86,1","60,0","83,6","74,6","2.062,2"
JBA2GL,15:00 - 16:00,"71,5","67,2","76,0","64,2","82,0","50,0","91,6","68,0","42,7","93,8","70,3","67,3","76,5","70,8","80,5","57,7","104,7","88,8","84,3","96,5","92,5","84,3","45,1","78,0","59,5","89,8","80,2","94,1","108,1","2.235,8"
JBA2GL,16:00 - 17:00,"81,3","82,8","68,3","80,5","93,3","65,2","86,3","88,0","63,0","110,8","93,0","100,8","100,8","100,0","75,7","67,8","69,5","75,7","83,7","78,8","98,8","79,8","67,2","83,3","74,3","90,2","94,0","100,5","91,3","2.444,4"
JBA2GL,17:00 - 18:00,"98,2","110,8","73,8","96,8","87,8","78,8","117,3","103,3","70,0","109,5","119,3","108,6","98,2","105,0","87,8","82,3","87,8","119,8","133,2","127,8","136,0","79,5","57,6","87,0","59,0","104,2","129,0","150,1","120,7","2.939,1"
JBA2GL,18:00 - 19:00,"104,1","112,6","61,3","93,6","84,5","53,3","96,3","80,3","94,0","103,8","106,2","108,1","96,0","101,8","91,0","98,0","98,2","104,0","93,6","102,0","95,5","85,8","75,8","84,1","71,0","86,2","98,7","109,0","99,6","2.688,3"
JBA2GL,19:00 - 20:00,"106,5","105,5","50,7","78,0","86,5","54,5","99,2","77,1","87,8","95,1","83,0","106,5","89,5","105,0","115,0","104,0","85,3","94,6","114,1","110,8","117,5","83,7","82,2","74,8","55,8","106,0","110,0","113,8","100,3","2.692,6"
JBA2GL,20:00 - 21:00,"73,7","90,0","53,5","70,5","83,5","61,2","91,3","71,5","62,0",0,"84,6","81,0","89,8","85,7","105,3","78,5","65,8","60,7","82,8","103,8","81,0","50,5","39,7","56,0","34,5","61,0","73,3","102,1","75,2","2.068,2"
JBA2GL,21:00 - 22:00,"71,8","57,2","49,3","53,8","53,8","51,7","67,5","38,0","45,5","60,2","64,2","38,0","62,3","79,3","86,1","63,7","51,8","62,0","56,2","70,0","60,0","48,2","43,7","42,3","18,0","48,3","71,7","92,5","68,7","1.675,5"
JBA2GL,22:00 - 23:00,"42,8","32,5","29,5","45,3","41,0","31,2","67,5","33,5","26,7","44,8","38,7","35,0","40,8","79,2","53,0","40,8","39,8","30,2","52,2","56,0","48,2","27,7","35,3","36,3","22,5","44,5","35,0","70,3","58,2","1.238,2"
JBA2GL,23:00 - 24:00,"40,2","15,3","8,5","20,8","28,5","13,5","40,8","44,7","23,0","23,3","31,5","35,3","26,2","36,0","35,0","26,3","3,0","31,8","31,8","34,2","42,8","29,8","21,0","26,0","16,5","25,8","44,2","42,0","52,0","849,8"
JBA2GL,Total grupo,"1.504,3","1.236,2","1.409,9","1.467,1","1.666,0","1.143,7","1.600,0","1.454,8","1.010,3","1.733,2","1.829,4","1.870,8","1.793,6","1.929,1","1.639,8","1.173,7","1.770,4","1.832,5","2.012,2","2.030,1","2.013,2","1.287,5","927,6","1.316,3","847,5","1.706,4","1.772,0","2.050,3","1.732,4","45.760,2"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: ESTRADA JOÃO DE OLIVEIRA REMIÃO DEFRONTE Nº 6500, C/B, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: JOA1AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JOA1AL,00:00 - 01:00,"194,4","205,7","122,9","112,1","134,1","127,4","154,6","192,9","211,4","139,1",0,"108,2","134,7","132,4","194,2","211,9","82,1","119,2","108,1","142,1","160,2","173,6","141,4","99,1","105,5","84,3","125,1","130,0","186,2","4.032,6"
JOA1AL,01:00 - 02:00,"129,3","161,3","80,1","67,3","67,8","67,1","92,8","151,9","142,4","72,8",0,"77,3","67,9","84,6","144,9","160,8","63,6","56,6","63,8","87,6","85,5","123,3","91,3","68,9","77,8","70,3","71,6","70,8","115,3","2.614,7"
JOA1AL,02:00 - 03:00,"88,5","100,9","39,0","28,8","36,5","39,0","59,0","104,4","115,6","46,8",0,"29,2","38,3","40,5","100,1","121,3","27,0","37,2","17,1","33,5","51,7","80,1","67,5","28,7","49,7","34,5","34,5","48,1","89,0","1.586,2"
JOA1AL,03:00 - 04:00,"59,6","75,5","26,8","15,5","16,3","24,7","26,7","73,0","82,6","23,0",0,"25,7","23,5","23,3","59,1","80,6","17,8","23,2","19,0","16,8","32,5","48,3","48,8","22,7","29,7","13,0","18,5","23,0","45,3","994,4"
JOA1AL,04:00 - 05:00,"67,3","63,6","31,2","34,0","22,7","42,7","40,2","60,0","73,7","29,2",0,"34,7","34,0","39,5","64,3","52,3","21,7","41,0","32,8","43,0","34,5","56,0","40,6","27,0","26,7","23,3","33,2","28,8","57,5","1.155,1"
JOA1AL,05:00 - 06:00,"82,0","66,6","88,5","82,2","91,8","103,0","87,6","95,3","94,5","92,3",0,"93,2","96,8","103,5","82,8","64,8","63,7","79,8","88,7","92,3","94,8","75,5","48,2","49,0","42,7","82,8","93,5","107,2","80,5","2.323,4"
JOA1AL,06:00 - 07:00,"150,5","95,2","230,6","197,8","210,4","223,6","191,0","171,8","99,3","208,8",0,"219,8","210,8","204,0","126,1","74,0","151,5","205,3","202,3","212,3","202,5","128,6","74,8","97,8","73,6","177,8","203,1","211,6","142,8","4.697,5"
JOA1AL,07:00 - 08:00,"283,0","196,6","386,4","382,4","418,5","385,9","428,7","266,3","183,6","398,6",0,"411,0","434,5","405,9","264,9","160,8","342,6","441,2","494,0","430,2","418,7","263,7","189,2","217,9","176,6","389,7","446,2","456,0","256,7","9.529,6"
JOA1AL,08:00 - 09:00,"366,3","270,0","358,1","421,9","462,9","467,2","444,1","406,2","231,6","456,9",0,"554,7","469,2","490,0","401,6","207,0","304,8","477,4","513,5","507,2","475,6","310,8","223,1","265,9","230,8","423,4","445,1","522,7","347,4","11.055,2"
JOA1AL,09:00 - 10:00,"504,4","354,4","494,3","486,6","520,7","499,5","542,9","544,8","310,1","511,4",0,"549,2","591,8","564,7","445,5","263,4","368,6","476,9","510,9","465,2","452,6","418,4","286,9","359,9","278,1","444,3","504,9","486,9","517,2","12.754,4"
JOA1AL,10:00 - 11:00,"592,7","458,5","493,7","576,5","603,8","587,8","555,3","661,9","425,1","533,4",0,"543,7","638,0","618,2","687,6","357,9","562,2","628,8","607,2","515,6","580,7","483,5","409,1","429,2","400,6","484,2","556,7","600,2","576,5","15.168,5"
JOA1AL,11:00 - 12:00,"600,5","592,0","535,0","532,5","572,3","568,1","607,3","738,0","580,4","611,2",0,"555,6","601,1","546,9","650,0","389,4","557,2","598,0","573,7","619,3","592,5","560,9","476,7","403,2","504,9","499,7","539,2","638,2","630,8","15.874,1"
JOA1AL,12:00 - 13:00,"574,5","573,7","487,1","464,2","564,9","568,6","566,2","650,5","525,5","598,6",0,"548,8","539,4","558,0","644,8","347,9","543,1","521,2","530,8","587,5","545,8","553,2","430,2","381,2","434,2","484,2","537,8","596,3","620,2","14.978,2"
JOA1AL,13:00 - 14:00,"520,5","421,8","499,8","436,4","490,1","485,9","554,8","555,0","442,7","496,7",0,"498,6","452,0","488,3","580,9","330,1","498,1","463,0","513,8","549,4","557,2","517,8","336,4","330,7","359,9","500,0","537,3","556,6","520,3","13.493,8"
JOA1AL,14:00 - 15:00,"567,6","317,4","523,1","508,5","525,0","586,1","599,8","607,1","394,7","616,6",0,"526,2","546,3","581,0","560,0","245,4","557,8","551,2","545,3","636,9","613,2","538,0","288,2","385,9","300,4","546,6","627,9","581,9","517,6","14.395,4"
JOA1AL,15:00 - 16:00,"546,3","315,9","613,1","521,3","504,6","632,9","670,9","595,0","437,3","638,1","448,3","623,7","569,6","574,1","575,1","263,1","622,6","577,2","595,8","584,1","644,4","507,7","321,9","363,7","351,2","568,6","613,7","709,2","622,1","15.611,4"
JOA1AL,16:00 - 17:00,"634,9","374,2","648,2","604,5","611,1","637,1","736,2","586,8","428,5","703,5","666,3","717,7","626,4","709,0","560,3","263,3","705,5","683,3","648,6","619,7","757,4","560,3","328,6","426,9","433,3","630,4","633,6","662,7","699,8","17.297,8"
JOA1AL,17:00 - 18:00,"668,0","422,7","767,5","741,9","711,4","763,2","765,9","683,0","484,2","735,1","806,7","801,5","757,8","829,4","530,9","302,9","807,3","766,0","786,8","817,1","847,7","555,3","365,2","534,1","478,7","807,1","758,7","850,2","658,8","19.804,9"
JOA1AL,18:00 - 19:00,"682,6","453,7","837,3","815,2","734,3","808,6","939,7","652,4","509,0","811,3","862,9","812,8","814,8","861,8","554,2","312,6","799,9","776,7","828,3","919,5","845,5","548,8","450,5","543,6","457,7","853,8","837,7","794,2","707,7","20.827,0"
JOA1AL,19:00 - 20:00,"654,9","560,8","773,1","772,6","857,4","747,7","926,2","703,3","562,2","795,8","801,6","773,9","854,1","846,4","720,1","379,6","834,0","772,1","801,8","803,6","892,9","605,3","494,1","539,8","456,4","801,0","830,0","870,4","727,8","21.158,8"
JOA1AL,20:00 - 21:00,"566,2","415,8","624,1","549,1","572,6","675,9","793,3","642,5","489,1","590,5","536,8","623,4","590,6","747,1","633,8","307,7","641,8","586,8","581,1","662,0","726,1","463,0","342,4","352,7","364,3","513,0","523,6","641,8","585,5","16.342,4"
JOA1AL,21:00 - 22:00,"412,2","366,5","362,0","378,7","399,0","425,7","562,8","441,1","355,7",0,"372,7","367,5","406,9","445,5","491,6","285,1","372,0","366,5","401,5","487,5","449,1","321,2","276,4","296,0","219,0","355,5","379,8","509,5","489,3","10.996,2"
JOA1AL,22:00 - 23:00,"291,7","316,3","282,7","14,5","303,0","336,2","382,5","347,7","313,4",0,"318,2","310,8","289,2","374,5","347,5","212,8","259,7","293,9","293,2","335,7","367,0","233,4","187,1","216,2","188,3","246,0","293,2","331,3","323,8","8.009,3"
JOA1AL,23:00 - 24:00,"230,4","193,9","179,9","180,4","187,8","198,7","254,5","262,1","198,7",0,"217,6","197,7","210,2","230,0","263,2","115,9","186,7","176,2","156,7","227,4","251,0","192,0","127,3","167,8","125,5","150,5","154,4","256,2","298,5","5.591,1"
JOA1AL,Total grupo,"9.468,0","7.373,0","9.484,4","8.924,6","9.618,8","10.002,4","10.982,6","10.192,7","7.691,4","9.109,4","5.030,9","10.004,9","9.998,0","10.498,3","9.683,5","5.510,3","9.390,9","9.718,3","9.914,6","10.395,3","10.679,0","8.318,5","6.045,8","6.607,9","6.165,1","9.184,0","9.799,1","10.683,7","9.816,7","260.291,9"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: ESTRADA JOÃO DE OLIVEIRA REMIÃO DEFRONTE Nº 6500, C/B, FAIXA 2 DIREITA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: JOA1BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JOA1BL,00:00 - 01:00,0,0,"17,5","20,8","19,0","18,0","21,3","24,0","23,0","20,0","18,7","18,2","19,0","22,8","31,3","33,3","15,0","13,0","21,0","20,0","23,3","32,3","20,7","15,3","15,7","13,3","16,3","21,0","33,3","567,2"
JOA1BL,01:00 - 02:00,0,0,"11,8","5,0","6,0","14,0","15,0","21,8","18,7","8,3","7,3","13,7","8,3","8,0","19,2","25,2","13,0","12,0","11,0","7,3","7,3","13,3","15,3","5,5","10,3","5,0","9,0","11,3","14,0","316,8"
JOA1BL,02:00 - 03:00,0,0,"7,0","3,0","3,5","2,3","4,0","17,8","15,3","7,0","3,0","3,3","1,3","7,3","11,3","18,5","6,0","1,0","5,0","7,5","4,0","11,3","9,0","4,0","8,0","5,3","4,5","4,3","7,8","182,6"
JOA1BL,03:00 - 04:00,0,0,"1,0",0,"3,0","2,0","2,0","7,3","11,0","2,0",0,"1,0","1,0","1,0","6,3","13,7","1,0","1,5","2,3","1,0","3,0","10,0","6,0","4,0","3,0","1,0",0,"3,0","7,0","94,2"
JOA1BL,04:00 - 05:00,0,0,"2,0","4,0","5,0","2,5","2,0","7,0","12,0","2,0","5,0","1,0","3,0","5,0","14,0","9,5",0,"2,0","4,3","1,0","4,0","10,0","10,0","1,0","3,0","5,0","3,0","1,0","6,0","124,3"
JOA1BL,05:00 - 06:00,0,0,"10,5","9,5","9,5","9,3","11,0","10,7","7,0","4,5","11,0","9,0","15,0","10,5","11,7","18,7","8,8","13,5","7,0","4,3","10,5","4,5","5,3","4,0","7,0","6,0","9,5","7,0","5,0","240,3"
JOA1BL,06:00 - 07:00,0,0,"32,2","34,3","34,8","36,8","32,8","25,5","12,8","36,0","31,5","43,7","36,0","33,8","25,8","9,0","31,5","39,5","38,5","33,8","32,3","18,3","15,0","27,3","12,5","32,5","22,3","27,8","17,0","773,6"
JOA1BL,07:00 - 08:00,0,0,"57,0","46,0","45,5","35,2","60,3","55,3","37,0","44,3","46,5","29,8","55,2","31,7","45,2","23,5","58,8","64,0","51,7","47,2","57,2","48,3","40,7","47,8","40,8","30,8","54,3","51,0","60,7","1.265,6"
JOA1BL,08:00 - 09:00,0,0,"55,5","60,8","4,7","47,7","72,0","22,0","26,0","49,7","70,5","6,5","78,7",0,"34,3","56,5","67,3","57,3",0,"70,0","52,3","74,2","52,5","42,5","35,8",0,"65,7","41,3","65,2","1.208,9"
JOA1BL,09:00 - 10:00,0,0,"78,3","56,5","48,3","55,5","53,3","5,3","51,7","66,0","55,2","19,3","5,0",0,"48,0","44,5","63,3","14,7",0,"58,8","76,0","56,7","59,0","49,2","41,8","1,3","28,8","43,8","44,7","1.125,0"
JOA1BL,10:00 - 11:00,0,0,"54,2","70,3","43,5","44,5","49,0","6,3","75,2","7,0","22,2","42,0",0,"25,3","6,2","60,7","34,3","5,3",0,"58,5","21,3","64,8","55,7","58,0","31,7","2,0","9,0","8,3","47,3","902,5"
JOA1BL,11:00 - 12:00,0,0,"32,8","68,8","31,8","34,3","45,3","8,7","74,7","2,3","42,3","31,0",0,"12,0","9,7","100,1","24,2","5,3","19,7","9,2","17,2","54,2","73,8","56,5","48,8","20,3","14,7","15,6","54,0","907,2"
JOA1BL,12:00 - 13:00,0,0,"22,0","49,3","19,7","0,7","11,0","10,6","63,0","3,3","31,3","7,0","31,5","31,1","11,3","35,2","15,3","34,7","11,3",0,"24,3","37,0","48,3","42,8","19,5","30,8","23,2","49,5","15,7","679,3"
JOA1BL,13:00 - 14:00,0,0,"14,3","74,6","3,7",0,"5,6","7,8","40,2","1,3","7,0","6,0","39,2","52,7","19,3","49,3","27,5","48,2","49,3",0,"1,0","38,3","33,2","57,2","29,0","7,0","24,8","51,8","66,2","754,4"
JOA1BL,14:00 - 15:00,0,0,"3,3","50,0","61,8","4,3","5,0","12,0","42,2","7,0",0,"0,3","27,0","33,2","53,8","65,5","24,7","44,2","22,0","1,0","19,2","18,5","35,3","27,2","54,0","18,8","7,0","19,8","83,0","739,9"
JOA1BL,15:00 - 16:00,0,0,"13,7","73,3","47,0","22,7","7,2","51,0","41,3","8,7","10,0",0,"24,2","52,0","79,0","81,8","21,3","56,3","21,7","11,3","45,3","35,0","45,5","43,7","36,0","8,7","29,8","4,0","69,5","939,7"
JOA1BL,16:00 - 17:00,0,0,"20,0","53,2","53,5","65,5","12,7","29,6","63,0","7,3","12,3","3,3","30,0","50,1","59,2","76,8","10,5","40,2","58,0","53,0","26,8","25,5","47,2","33,3","16,2","13,0","10,5","6,7","26,5","903,6"
JOA1BL,17:00 - 18:00,0,0,"19,8","66,6","87,5","35,7","29,0","25,3","60,8","19,3","31,3","18,0","29,8","10,0","76,0","76,2","18,1","24,1","46,1","49,0","31,3","37,8","68,0","31,3","41,2","14,0","29,6","44,3","15,7","1.035,6"
JOA1BL,18:00 - 19:00,0,0,"30,0","39,6","90,6","65,4","13,9","24,7","78,7","51,3","23,6","27,8","45,8","18,6","65,6","86,5","33,1","39,1","10,6","49,8","48,1","34,5","73,0","13,0","75,2",0,"33,6","18,6","49,6","1.140,3"
JOA1BL,19:00 - 20:00,0,0,"20,8","80,1","91,0","58,3","14,3","63,7","94,2","66,0","24,3","32,6","19,0","23,6","45,0","103,8","20,3","60,8","40,8","71,1","126,4","62,1","68,7","70,7","49,5","9,0","30,6","27,5","64,6","1.438,8"
JOA1BL,20:00 - 21:00,0,0,"63,6","68,3","68,1","72,6","22,3","24,7","74,2","69,2","52,5","35,3","63,1","41,8","89,6","78,8","23,3","36,8","82,3","83,5","95,7","76,2","44,3","49,5","49,7","31,7","33,7","83,3","44,6","1.558,6"
JOA1BL,21:00 - 22:00,0,"30,3","40,5","58,7","59,0","64,5","40,5","69,8","46,8","54,3","42,8","54,3","50,0","38,2","74,2","48,5","34,0","46,5","50,3","26,8","83,3","60,8","39,5","10,2","37,3","37,8","40,8","28,6","49,0","1.317,3"
JOA1BL,22:00 - 23:00,0,"31,3","24,7","20,5","27,0","39,2","42,8","43,7","35,7","32,0","29,0","33,2","46,7","20,3","59,0","41,2","39,3","32,0","37,1","51,8","34,5","39,0","43,2","10,7","25,5","16,7","32,7","48,6","6,7","943,7"
JOA1BL,23:00 - 24:00,0,"32,8","17,7","25,7","17,0","29,7","30,7","34,8","23,8","33,0","27,3","21,8","35,3","38,0","32,5","21,5","28,7","29,0","32,8","34,3","31,7","28,7","36,0","19,0","32,7","27,3","23,8","40,3","6,8","792,7"
JOA1BL,Total grupo,0,"94,5","650,1","1.039,1","880,4","760,6","603,0","609,4","1.028,0","601,7","604,6","458,1","663,9","567,1","927,4","1.178,2","619,4","721,0","622,9","750,2","876,0","891,3","945,0","723,5","724,1","337,3","557,2","658,7","859,7","19.951,9"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: ESTRADA JOÃO DE OLIVEIRA REMIÃO DEFRONTE Nº 6609, B/C, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: JOA2EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
JOA2EL,00:00 - 01:00,"145,1","151,1","115,0","85,9","105,5","94,0","142,1","176,1","177,9","98,8","96,0","92,4","86,9","121,9","158,0","192,4","100,9","91,8","81,3","112,8","117,8","132,8","111,0","75,5","89,5","88,0","98,0","123,1","148,9","3.410,1"
JOA2EL,01:00 - 02:00,"92,0","130,5","57,5","33,7","56,2","61,8","87,3","122,8","134,4","56,3","48,6","40,0","51,6","65,0","109,8","127,6","58,0","63,0","49,3","44,0","69,0","81,1","75,5","50,5","51,5","46,5","45,2","48,3","105,1","2.061,8"
JOA2EL,02:00 - 03:00,"51,1","95,5","33,3","37,8","31,2","19,3","39,0","72,5","82,6","30,7","33,7","15,3","22,5","28,8","72,5","100,9","41,5","27,5","11,8","26,0","25,5","61,3","62,5","23,0","43,3","27,7","33,3","27,8","56,7","1.234,3"
JOA2EL,03:00 - 04:00,"46,7","56,3","30,7","20,8","31,0","26,2","28,0","53,0","68,3","22,3","19,5","22,2","18,2","28,0","57,8","82,1","30,7","16,8","26,7","25,7","30,2","62,0","51,5","29,0","27,0","25,5","19,2","26,0","52,0","1.033,1"
JOA2EL,04:00 - 05:00,"64,8","43,3","49,2","35,8","44,8","55,0","42,0","57,8","83,8","46,7","29,7","45,2","30,7","44,0","70,6","85,1","29,0","44,0","41,8","40,3","38,8","72,0","46,8","30,8","31,2","27,3","33,3","38,3","62,0","1.364,1"
JOA2EL,05:00 - 06:00,"98,8","86,3","149,1","117,6","136,4","134,6","147,1","116,4","109,6","141,8","135,4","148,9","127,8","146,6","102,8","120,0","174,4","146,6","139,8","141,8","146,1","132,6","65,6","87,5","58,5","136,2","131,8","154,8","106,0","3.640,7"
JOA2EL,06:00 - 07:00,"268,7","169,8","519,1","522,6","556,1","528,8","514,3","323,2","204,8","541,9","536,8","524,6","534,3","525,3","266,5","205,6","538,9","550,3","568,4","557,8","564,8","259,2","148,4","241,2","206,2","461,7","554,5","577,4","259,7","12.230,7"
JOA2EL,07:00 - 08:00,"340,5","177,4","603,8","580,3","562,6","572,8","566,7","384,8","161,5","587,6","597,5","615,8","612,6","615,8","344,3","184,6","663,2","671,2","596,9","613,4","650,7","312,4","161,8","264,2","193,4","460,6","663,6","631,2","382,0","13.773,2"
JOA2EL,08:00 - 09:00,"411,0","218,6","515,9","526,4","554,6","504,2","580,6","489,0","184,5","529,8","558,3","556,4","557,1","603,3","411,8","204,3","586,8","550,5","610,1","544,6","609,1","395,5","167,3","252,4","205,6","417,4","565,1","556,8","441,7","13.308,5"
JOA2EL,09:00 - 10:00,"432,8","257,2","454,8","475,7","448,5","453,0","478,5","412,5","249,5","474,0","489,8","447,3","442,5","473,1","490,7","316,6","458,5","463,8","481,3","446,8","437,6","408,2","225,7","321,7","185,6","391,2","429,3","454,5","477,2","11.977,9"
